"TIME","NUTS2","GEO_LABEL","UNIT","LANDCOVER","STADT_LEVEL","Flag and Footnotes"
"2018","UKE3","South Yorkshire","Percentage","Built-up area","12.2",""
"2018","UKE4","West Yorkshire","Percentage","Built-up area","7.3",""
"2018","UKF","East Midlands (UK)","Percentage","Built-up area","2.1",""
"2018","UKF1","Derbyshire and Nottinghamshire","Percentage","Built-up area","2.2",""
"2018","UKF2","Leicestershire, Rutland and Northamptonshire","Percentage","Built-up area","2.5",""
"2018","UKF3","Lincolnshire","Percentage","Built-up area","1.8",""
"2018","UKG","West Midlands (UK)","Percentage","Built-up area","2.6",""
"2018","UKG1","Herefordshire, Worcestershire and Warwickshire","Percentage","Built-up area","2.1",""
"2018","UKG2","Shropshire and Staffordshire","Percentage","Built-up area","1.8",""
"2018","UKG3","West Midlands","Percentage","Built-up area","11.4",""
"2018","UKH","East of England","Percentage","Built-up area","2.8",""
"2018","UKH1","East Anglia","Percentage","Built-up area","2.2",""
"2018","UKH2","Bedfordshire and Hertfordshire","Percentage","Built-up area","4.5",""
"2018","UKH3","Essex","Percentage","Built-up area","3.2",""
"2018","UKI","London","Percentage","Built-up area","16.4",""
"2018","UKI3","Inner London - West","Percentage","Built-up area","24.3",""
"2018","UKI4","Inner London - East","Percentage","Built-up area","17.4",""
"2018","UKI5","Outer London - East and North East","Percentage","Built-up area","10.5",""
"2018","UKI6","Outer London - South","Percentage","Built-up area","13.7",""
"2018","UKI7","Outer London - West and North West","Percentage","Built-up area","21.8",""
"2018","UKJ","South East (UK)","Percentage","Built-up area","4.5",""
"2018","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","Percentage","Built-up area","3.5",""
"2018","UKJ2","Surrey, East and West Sussex","Percentage","Built-up area","5",""
"2018","UKJ3","Hampshire and Isle of Wight","Percentage","Built-up area","4.4",""
"2018","UKJ4","Kent","Percentage","Built-up area","5.4",""
"2018","UKK","South West (UK)","Percentage","Built-up area","2.2",""
"2018","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","Percentage","Built-up area","2",""
"2018","UKK2","Dorset and Somerset","Percentage","Built-up area","2.4",""
"2018","UKK3","Cornwall and Isles of Scilly","Percentage","Built-up area","4.1",""
"2018","UKK4","Devon","Percentage","Built-up area","1.3",""
"2018","UKL","Wales","Percentage","Built-up area","1.5",""
"2018","UKL1","West Wales and The Valleys","Percentage","Built-up area","1.9",""
"2018","UKL2","East Wales","Percentage","Built-up area","0.8",""
"2018","UKM","Scotland","Percentage","Built-up area","0.6",""
"2018","UKM2","Eastern Scotland (NUTS 2013)","Percentage","Built-up area",":",""
"2018","UKM3","South Western Scotland (NUTS 2013)","Percentage","Built-up area",":",""
"2018","UKM5","North Eastern Scotland","Percentage","Built-up area","0.7",""
"2018","UKM6","Highlands and Islands","Percentage","Built-up area","0.2",""
"2018","UKM7","Eastern Scotland","Percentage","Built-up area","1",""
"2018","UKM8","West Central Scotland","Percentage","Built-up area","2.8",""
"2018","UKM9","Southern Scotland","Percentage","Built-up area","0.8",""
"2018","UKN","Northern Ireland (UK)","Percentage","Built-up area","2.4",""
"2018","UKN0","Northern Ireland (UK)","Percentage","Built-up area","2.4",""
